Point,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,Formula_C,Formula_H,n-C7,n-C8,n-C9,n-C10,n-C11,n-C12,n-C13,n-C14,n-C15,n-C16,n-C17,n-C18,i-C7,i-C8,i-C9,i-C10,i-C11,i-C12,i-C13,i-C14,i-C15,i-C16,i-C17,i-C18,mono-c-C7,mono-c-C8,mono-c-C9,mono-c-C10,mono-c-C11,mono-c-C12,mono-c-C13,mono-c-C14,mono-c-C15,mono-c-C16,mono-c-C17,mono-c-C18,poly-c-C7,poly-c-C8,poly-c-C9,poly-c-C10,poly-c-C11,poly-c-C12,poly-c-C13,poly-c-C14,poly-c-C15,poly-c-C16,poly-c-C17,poly-c-C18,aro-C7,aro-C8,aro-C9,aro-C10,aro-C11,aro-C12,aro-C13,aro-C14,aro-C15,aro-C16,aro-C17,aro-C18
78,1.3,20.73,77.98,0,0,2.04,1519.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
79,1.3,20.73,77.98,0,0,2,1600.7,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
80,1.3,20.73,77.98,0,0,1.96,1683.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
81,1.3,20.73,77.98,0,0,10.69,1028.1,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
82,1.3,20.73,77.98,0,0,9.69,1058.1,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
83,1.3,20.73,77.98,0,0,10.37,1090.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
84,1.3,20.73,77.98,0,0,10.89,1114.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
85,1.3,20.73,77.98,0,0,10.31,1124.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
86,1.3,20.73,77.98,0,0,9.56,1177.6,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
87,1.3,20.73,77.98,0,0,10.05,1224.6,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
88,1.3,20.73,77.98,0,0,9.59,1247.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
89,1.3,20.73,77.98,0,0,10.95,1270,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
90,1.3,20.73,77.98,0,0,10.8,1306.3,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
91,1.3,20.73,77.98,0,0,10.78,1343.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
92,2.56,20.46,76.98,0,0,2.07,1169.5,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
93,2.56,20.46,76.98,0,0,2.1,1182.7,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
94,2.56,20.46,76.98,0,0,2.03,1209.3,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
95,2.56,20.46,76.98,0,0,2.1,1284.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
96,2.56,20.46,76.98,0,0,2,1300.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
97,2.56,20.46,76.98,0,0,1.99,1347,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
98,2.56,20.46,76.98,0,0,2,1402.6,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
99,2.56,20.46,76.98,0,0,2.08,1487.5,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
100,2.56,20.46,76.98,0,0,1.98,1544.4,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
101,2.56,20.46,76.98,0,0,9.68,1020.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
102,2.56,20.46,76.98,0,0,10.65,1075,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
103,2.56,20.46,76.98,0,0,9.38,1136.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
104,2.56,20.46,76.98,0,0,10.38,1218.1,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
105,2.56,20.46,76.98,0,0,9.63,1279.5,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
106,2.56,20.46,76.98,0,0,10.39,1372.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
107,0.64,20.87,78.5,0,0,10.33,1115,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
108,0.64,20.87,78.5,0,0,10.84,1137.6,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
109,0.64,20.87,78.5,0,0,9.81,1147.1,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
110,0.64,20.87,78.5,0,0,9.26,1167.6,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
111,0.64,20.87,78.5,0,0,9.81,1190,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
112,0.64,20.87,78.5,0,0,10.01,1230.4,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
113,0.64,20.87,78.5,0,0,9.57,1274.8,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
114,0.64,20.87,78.5,0,0,9.94,1346.6,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
115,0.64,20.87,78.5,0,0,10.32,1420.7,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
116,0.64,20.87,78.5,0,0,10.3,1521.3,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
117,1.27,20.73,78,0,0,10.27,1060.9,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
118,1.27,20.73,78,0,0,9.72,1086.8,11.153,20.649,0.056323989,0.616910165,1.022847159,1.983074208,2.488962371,2.061601988,1.561755279,0.898999666,0.160814737,0.036496671,0.012468417,0.003741824,0,0.297603271,0.506491708,1.94393097,2.336480946,2.097913814,2.003440984,1.260849122,0.486287416,0.106165146,0.010425479,0.015289065,0.003116368,3.733323083,5.562890386,9.398018715,6.547561605,3.894257905,2.517192002,1.322176217,0.233603857,0.032708804,0.00251094,0,0,0.057167493,2.262249618,9.760633239,10.45076336,6.859903462,4.864859198,1.86637469,0.471071417,0.047340513,0,0,0.020523846,0.15490116,0.364709363,0.514562183,0.135860155,0.838316911,0.686735022,0.877993822,0.0256033,0,0,0
